time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452800000	3.30972	17.8515	4.86196	3.89084	0.398863	lidar	2.46134	3.12525	17.7493	3.28449	17.7402	5.0473	3.90053
1477010452850000	3.0989	17.7116	4.87252	3.88861	0.370753	radar	6.19377	2.65664	17.888	3.10287	17.565	5.05217	3.91752
1477010452900000	2.91023	17.6177	4.82181	3.87411	0.331025	lidar	2.41221	2.9449	17.8154	2.92405	17.3866	5.057	3.93424
1477010452950000	2.77904	17.4174	4.80331	3.92087	0.368858	radar	7.76719	3.26647	17.0897	2.74805	17.2051	5.0618	3.95068
1477010453000000	2.60666	17.207	4.84287	3.95403	0.3862	lidar	1.00718	2.55407	17.0853	2.57486	17.0205	5.06656	3.96685
1477010453050000	2.4544	17.0183	4.83789	3.98192	0.396813	radar	3.32342	2.55039	16.8884	2.4045	16.833	5.07128	3.98273
1477010453100000	2.2848	16.8387	4.8464	3.99751	0.391337	lidar	0.0580278	2.25371	16.8334	2.23695	16.6427	5.07596	3.99833
1477010453150000	2.10236	16.6224	4.89877	4.01983	0.39329	radar	10.1884	1.57735	16.0489	2.07221	16.4497	5.08058	4.01365
1477010453200000	1.95474	16.351	4.97178	4.07162	0.43121	lidar	3.74144	1.88972	16.1054	1.91027	16.254	5.08516	4.02867
1477010453250000	1.80271	16.1622	4.96221	4.08676	0.423273	radar	3.40119	1.74363	16.2687	1.75112	16.0557	5.08968	4.04341
1477010453300000	1.59446	16.0063	4.97409	4.06729	0.372572	lidar	1.82826	1.44745	16.0853	1.59474	15.8549	5.09414	4.05785
1477010453350000	1.46662	15.7867	4.97366	4.10004	0.389945	radar	4.63327	1.6097	15.5526	1.44111	15.6517	5.09855	4.07199
1477010453400000	1.29746	15.5532	5.02876	4.11804	0.38661	lidar	1.56925	1.18395	15.4284	1.29021	15.4463	5.10289	4.08584
1477010453450000	1.1304	15.3657	5.0261	4.11898	0.363535	radar	4.89755	0.828993	15.528	1.14201	15.2386	5.10717	4.09939
1477010453500000	0.926851	15.1377	5.10018	4.11715	0.336787	lidar	3.30583	0.722706	15.0075	0.996486	15.0288	5.11138	4.11264
1477010453550000	0.800891	14.9423	5.06657	4.13483	0.33845	radar	4.82807	1.03147	15.2134	0.853604	14.8169	5.11551	4.12559
1477010453600000	0.686887	14.7184	5.06081	4.16396	0.353766	lidar	0.177714	0.737301	14.7047	0.71333	14.603	5.11958	4.13823
1477010453650000	0.577441	14.4828	5.06249	4.19541	0.370745	radar	4.75655	0.722177	14.2445	0.575628	14.3872	5.12357	4.15056
1477010453700000	0.400546	14.2609	5.10466	4.19205	0.342489	lidar	1.46813	0.253435	14.2029	0.440459	14.1696	5.12748	4.16258
1477010453750000	0.253099	14.0421	5.11395	4.19873	0.328977	radar	5.16545	-0.0328025	13.9604	0.307779	13.9502	5.13132	4.17429
1477010453800000	0.234253	13.7663	5.09849	4.27307	0.401628	lidar	3.77325	0.459172	13.6856	0.177545	13.7292	5.13507	4.18568
1477010453850000	0.121178	13.5453	5.0876	4.28729	0.39432	radar	4.23098	0.0524417	13.6377	0.0497099	13.5065	5.13873	4.19676
1477010453900000	-0.0416899	13.3193	5.12068	4.27953	0.359085	lidar	1.42263	-0.190344	13.2856	-0.0757753	13.2823	5.14231	4.20752
1477010453950000	-0.157823	13.0947	5.11436	4.29058	0.350339	radar	3.86685	-0.275042	13.1456	-0.198962	13.0566	5.14579	4.21797
1477010454000000	-0.172007	12.8587	5.06129	4.34706	0.400515	lidar	3.19257	0.0462308	12.9301	-0.319903	12.8295	5.14919	4.22809
1477010454050000	-0.291205	12.6152	5.08491	4.35463	0.383987	radar	6.157	-0.684792	12.3563	-0.438654	12.6011	5.15249	4.23789
1477010454100000	-0.407168	12.379	5.09896	4.36021	0.366509	lidar	0.313361	-0.476482	12.3633	-0.555273	12.3714	5.15569	4.24737
1477010454150000	-0.540649	12.1727	5.08071	4.34983	0.330523	radar	7.39951	-0.972122	12.5207	-0.669818	12.1404	5.1588	4.25652
1477010454200000	-0.619772	11.955	5.05075	4.36626	0.331122	lidar	0.46105	-0.582624	12.0386	-0.78235	11.9083	5.1618	4.26535
1477010454250000	-0.75173	11.7244	5.06349	4.35917	0.300768	radar	6.91299	-1.26757	11.6495	-0.892931	11.6751	5.16471	4.27385
1477010454300000	-0.936896	11.4842	5.11726	4.32917	0.243017	lidar	3.83332	-1.17212	11.3988	-1.00163	11.4409	5.16751	4.28201
1477010454350000	-1.01306	11.2296	5.12643	4.35275	0.257142	radar	4.45737	-0.891441	10.959	-1.1085	11.2057	5.1702	4.28985
1477010454400000	-1.19506	11.0151	5.14042	4.31796	0.196972	lidar	2.62552	-1.39289	11.0424	-1.21362	10.9695	5.17278	4.29736
1477010454450000	-1.29411	10.7876	5.12516	4.32514	0.19367	radar	4.0726	-1.29894	10.9012	-1.31706	10.7324	5.17526	4.30453
1477010454500000	-1.41669	10.5274	5.16746	4.3267	0.183017	lidar	1.00617	-1.49687	10.4198	-1.41889	10.4945	5.17763	4.31137
1477010454550000	-1.51481	10.2758	5.1804	4.3371	0.184392	radar	4.76935	-1.59293	10.0212	-1.51917	10.2559	5.17988	4.31787
1477010454600000	-1.62167	10.0789	5.13101	4.33208	0.166851	lidar	1.42483	-1.61875	10.2374	-1.61797	10.0165	5.18202	4.32404
1477010454650000	-1.70609	9.84856	5.11286	4.34335	0.170622	radar	3.89017	-1.59701	9.96554	-1.71539	9.77637	5.18405	4.32987
1477010454700000	-1.7823	9.62929	5.08139	4.35512	0.174915	lidar	0.522999	-1.73381	9.71347	-1.81147	9.53564	5.18596	4.33536
1477010454750000	-1.90524	9.3987	5.08555	4.34627	0.152582	radar	5.42413	-2.27191	9.37316	-1.90631	9.29431	5.18775	4.34052
1477010454800000	-1.95879	9.07488	5.17761	4.3862	0.192623	lidar	5.34559	-1.93833	8.77028	-1.99998	9.05243	5.18942	4.34533
1477010454850000	-2.03733	8.84861	5.14858	4.39387	0.190327	radar	4.52544	-1.96565	9.13274	-2.09256	8.81003	5.19097	4.3498
1477010454900000	-2.13272	8.59354	5.16961	4.3978	0.183101	lidar	0.26492	-2.1768	8.5411	-2.18412	8.56717	5.19241	4.35393
1477010454950000	-2.24943	8.34762	5.18372	4.38931	0.160552	radar	5.89411	-2.65863	8.19477	-2.27474	8.32388	5.19372	4.35772
1477010455000000	-2.29738	8.10782	5.16128	4.41173	0.178909	lidar	0.494979	-2.21875	8.15339	-2.3645	8.0802	5.19491	4.36117
1477010455050000	-2.37186	7.90054	5.10728	4.41464	0.171728	radar	8.14926	-2.273	8.52315	-2.45348	7.83617	5.19597	4.36427
1477010455100000	-2.49142	7.65173	5.13323	4.40266	0.145551	lidar	0.823963	-2.59674	7.60288	-2.54177	7.59184	5.19691	4.36703
1477010455150000	-2.6151	7.41538	5.13965	4.38691	0.11626	radar	5.74582	-3.08256	7.38874	-2.62944	7.34723	5.19773	4.36945
1477010455200000	-2.72443	7.15377	5.17515	4.38253	0.103132	lidar	0.7684	-2.79865	7.064	-2.71658	7.10238	5.19842	4.37152
1477010455250000	-2.80955	6.9284	5.14787	4.38367	0.098171	radar	4.31446	-2.79412	7.20818	-2.80326	6.85734	5.19899	4.37325
1477010455300000	-2.8533	6.71731	5.08986	4.40149	0.11474	lidar	1.92552	-2.74651	6.86867	-2.88957	6.61214	5.19943	4.37463
1477010455350000	-2.89563	6.46639	5.08343	4.42484	0.137047	radar	4.22275	-2.57673	6.36755	-2.97559	6.36681	5.19975	4.37567
1477010455400000	-2.94647	6.22167	5.0765	4.44135	0.149259	lidar	0.129732	-2.90217	6.22989	-3.0614	6.12139	5.19994	4.37636
1477010455450000	-3.05945	5.993	5.07171	4.42472	0.118751	radar	5.5888	-3.50172	6.10796	-3.14709	5.87592	5.2	4.3767
1477010455500000	-3.13702	5.70651	5.13066	4.43402	0.122594	lidar	1.79411	-3.1778	5.53101	-3.23274	5.63043	5.19994	4.3767
1477010455550000	-3.20186	5.44668	5.14318	4.44434	0.127777	radar	3.40799	-3.19736	5.19093	-3.31843	5.38496	5.19975	4.37636
1477010455600000	-3.31715	5.1857	5.17902	4.4299	0.101278	lidar	1.14736	-3.43031	5.10507	-3.40424	5.13955	5.19943	4.37567
1477010455650000	-3.39177	4.94031	5.17322	4.433	0.0987802	radar	2.81691	-3.4281	4.94644	-3.49026	4.89422	5.19899	4.37463
1477010455700000	-3.53061	4.66571	5.2334	4.40939	0.0624365	lidar	2.7742	-3.69435	4.52196	-3.57657	4.64902	5.19842	4.37325
1477010455750000	-3.59501	4.40329	5.24245	4.42056	0.0725814	radar	3.01854	-3.50501	4.17643	-3.66325	4.40398	5.19773	4.37152
1477010455800000	-3.77333	4.14362	5.2938	4.3768	0.012612	lidar	3.84025	-4.00238	4.04684	-3.75039	4.15913	5.19691	4.36945
1477010455850000	-3.88168	3.91084	5.27764	4.36494	-0.00324125	radar	3.26004	-4.06447	4.10977	-3.83806	3.91452	5.19597	4.36703
1477010455900000	-3.94565	3.67786	5.24827	4.37459	0.00909631	lidar	0.554009	-3.88053	3.75177	-3.92635	3.67019	5.19491	4.36427
1477010455950000	-4.05724	3.46127	5.21638	4.35886	-0.0115115	radar	4.42616	-4.23729	3.88878	-4.01533	3.42616	5.19372	4.36117
1477010456000000	-4.14877	3.21774	5.21601	4.35757	-0.0124195	lidar	0.000631915	-4.15119	3.21968	-4.10509	3.18248	5.19241	4.35772
1477010456050000	-4.24084	2.97034	5.21862	4.35676	-0.0126293	radar	1.66316	-4.27467	2.88187	-4.19571	2.93919	5.19097	4.35393
1477010456100000	-4.32167	2.68896	5.26207	4.36658	0.000796324	lidar	1.0825	-4.32451	2.55034	-4.28727	2.69633	5.18942	4.3498
1477010456150000	-4.40721	2.44051	5.26003	4.36844	0.00313035	radar	1.48306	-4.38481	2.39989	-4.37985	2.45393	5.18775	4.34533
1477010456200000	-4.52852	2.17714	5.29531	4.35615	-0.0124846	lidar	0.817543	-4.61223	2.09192	-4.47352	2.21205	5.18596	4.34052
1477010456250000	-4.5899	1.92588	5.28415	4.3703	0.00629285	radar	2.05499	-4.29257	1.92854	-4.56836	1.97072	5.18405	4.33536
1477010456300000	-4.73276	1.65575	5.33634	4.34924	-0.0206369	lidar	1.91522	-4.86829	1.53442	-4.66444	1.72998	5.18202	4.32987
1477010456350000	-4.84188	1.4118	5.33488	4.34083	-0.0300453	radar	1.04451	-4.98165	1.43611	-4.76186	1.48989	5.17988	4.32404
1477010456400000	-4.85761	1.17728	5.2801	4.37394	0.0137048	lidar	2.88106	-4.66779	1.28643	-4.86066	1.25049	5.17763	4.31787
1477010456450000	-4.9511	0.9407	5.26594	4.36988	0.00763609	radar	1.05887	-4.98594	1.10894	-4.96095	1.01182	5.17526	4.31137
1477010456500000	-4.98637	0.712766	5.21645	4.39112	0.0340429	lidar	1.74156	-4.85498	0.825661	-5.06277	0.77393	5.17278	4.30453
1477010456550000	-5.0436	0.44685	5.22783	4.40719	0.0523821	radar	1.80317	-4.84736	0.18101	-5.16621	0.536876	5.1702	4.29736
1477010456600000	-5.12471	0.210405	5.21316	4.40645	0.0481371	lidar	0.123828	-5.1231	0.257311	-5.27133	0.300706	5.16751	4.28985
1477010456650000	-5.27272	-0.0407547	5.24672	4.37713	0.00755741	radar	7.58934	-5.99809	-0.290765	-5.3782	0.0654719	5.16471	4.28201
1477010456700000	-5.34315	-0.274869	5.22285	4.38264	0.014123	lidar	0.320644	-5.29972	-0.212982	-5.4869	-0.168772	5.1618	4.27385
1477010456750000	-5.45245	-0.496323	5.20051	4.36788	-0.00558099	radar	2.22961	-5.64447	-0.144522	-5.59748	-0.401971	5.1588	4.26535
1477010456800000	-5.65268	-0.665507	5.15441	4.30415	-0.0861271	lidar	5.67766	-5.85359	-0.445801	-5.71001	-0.634069	5.15569	4.25652
1477010456850000	-5.71676	-0.897007	5.13028	4.31684	-0.0645206	radar	2.49214	-5.30947	-0.724468	-5.82456	-0.865006	5.15249	4.24737
1477010456900000	-5.8295	-1.15898	5.16954	4.31172	-0.0667441	lidar	0.796097	-5.87835	-1.26863	-5.94118	-1.09472	5.14919	4.23789
1477010456950000	-5.90572	-1.40731	5.17072	4.32165	-0.0498183	radar	0.949831	-5.68069	-1.52871	-6.05993	-1.32316	5.14579	4.22809
1477010457000000	-6.09494	-1.60446	5.16244	4.2706	-0.111437	lidar	2.69568	-6.27263	-1.50938	-6.18087	-1.55025	5.14231	4.21797
1477010457050000	-6.19851	-1.83373	5.15415	4.26772	-0.108073	radar	0.188546	-6.11355	-1.75966	-6.30406	-1.77593	5.13873	4.20752
1477010457100000	-6.31578	-2.07949	5.17455	4.2622	-0.108019	lidar	0.214132	-6.34007	-2.13685	-6.42954	-2.00014	5.13507	4.19676
1477010457150000	-6.48159	-2.29431	5.18024	4.22954	-0.14264	radar	3.46391	-6.99344	-2.17445	-6.55738	-2.22281	5.13132	4.18568
1477010457200000	-6.66538	-2.49634	5.18175	4.18894	-0.184985	lidar	1.2522	-6.79288	-2.4458	-6.68761	-2.44386	5.12748	4.17429
1477010457250000	-6.8273	-2.71099	5.18863	4.16377	-0.205122	radar	1.27842	-7.14408	-2.67584	-6.82029	-2.66323	5.12357	4.16258
1477010457300000	-6.90429	-2.97784	5.21017	4.18963	-0.159067	lidar	1.68159	-6.8003	-3.10086	-6.95546	-2.88084	5.11958	4.15056
1477010457350000	-7.04378	-3.20165	5.2139	4.17762	-0.164151	radar	0.157596	-7.13937	-3.22028	-7.09316	-3.09663	5.11551	4.13823
1477010457400000	-7.1695	-3.39214	5.16949	4.16539	-0.169958	lidar	1.03327	-7.12118	-3.26434	-7.23344	-3.3105	5.11137	4.12559
1477010457450000	-7.33636	-3.63313	5.21495	4.14805	-0.180449	radar	4.71122	-7.77186	-4.08999	-7.37632	-3.5224	5.10717	4.11264
1477010457500000	-7.50209	-3.76935	5.13331	4.10847	-0.220365	lidar	4.46937	-7.49009	-3.49081	-7.52184	-3.73223	5.10289	4.09939
1477010457550000	-7.63988	-3.97555	5.12245	4.10029	-0.216941	radar	0.271214	-7.52393	-3.88213	-7.67004	-3.93992	5.09855	4.08584
1477010457600000	-7.80837	-4.20465	5.16073	4.08601	-0.220607	lidar	0.768075	-7.88049	-4.29783	-7.82094	-4.14538	5.09414	4.07199
1477010457650000	-7.96772	-4.42073	5.17518	4.07409	-0.221465	radar	0.463797	-8.08524	-4.57834	-7.97457	-4.34854	5.08968	4.05785
1477010457700000	-8.14188	-4.66099	5.2276	4.06399	-0.219297	lidar	1.41798	-8.22492	-4.79812	-8.13095	-4.5493	5.08516	4.04341
1477010457750000	-8.31142	-4.87065	5.23828	4.04927	-0.22385	radar	0.356631	-8.453	-4.95621	-8.2901	-4.74759	5.08058	4.02867
1477010457800000	-8.4316	-5.09195	5.22404	4.0595	-0.197024	lidar	0.607958	-8.33552	-5.1059	-8.45204	-4.94331	5.07596	4.01365
1477010457850000	-8.59818	-5.26495	5.19227	4.03745	-0.213043	radar	2.70268	-8.55062	-4.79248	-8.61678	-5.13637	5.07128	3.99833
1477010457900000	-8.80191	-5.46861	5.22712	4.0112	-0.2322	lidar	0.881459	-8.91477	-5.51752	-8.78433	-5.32669	5.06656	3.98273
1477010457950000	-8.97646	-5.66723	5.23129	3.99766	-0.234573	radar	0.0692973	-9.04115	-5.69364	-8.95469	-5.51417	5.0618	3.96685
1477010458000000	-9.12029	-5.85625	5.19999	3.99492	-0.223744	lidar	0.585587	-9.03391	-5.80267	-9.12788	-5.69872	5.057	3.95068
1477010458050000	-9.27151	-6.01603	5.14518	3.98127	-0.227807	radar	6.09352	-8.86897	-5.41973	-9.30388	-5.88026	5.05217	3.93424
1477010458100000	-9.43197	-6.12045	5.04444	3.94852	-0.25653	lidar	5.79399	-9.30811	-5.82368	-9.4827	-6.05868	5.0473	3.91752
1477010458150000	-9.6206	-6.30462	5.05952	3.93172	-0.261293	radar	0.547046	-9.80646	-6.41174	-9.66432	-6.23389	5.0424	3.90053
1477010458200000	-9.74672	-6.51382	5.04439	3.9482	-0.224261	lidar	1.09377	-9.62547	-6.55958	-9.84874	-6.4058	5.03748	3.88327
1477010458250000	-9.98697	-6.65461	5.06229	3.89981	-0.271109	radar	6.78576	-10.6688	-6.35543	-10.0359	-6.57431	5.03253	3.86574
1477010458300000	-10.1854	-6.82531	5.07315	3.8806	-0.278042	lidar	0.0948921	-10.2246	-6.83402	-10.2259	-6.73933	5.02756	3.84795
1477010458350000	-10.3683	-6.97724	5.05085	3.86286	-0.283344	radar	1.09407	-10.2205	-6.71044	-10.4186	-6.90075	5.02257	3.82989
1477010458400000	-10.6024	-7.16735	5.11652	3.84172	-0.290813	lidar	2.26007	-10.7616	-7.29159	-10.614	-7.05849	5.01757	3.81158
1477010458450000	-10.8167	-7.29153	5.09668	3.80722	-0.316545	radar	2.61322	-10.8944	-6.83335	-10.8121	-7.21245	5.01256	3.793
1477010458500000	-11.0626	-7.46571	5.15811	3.78277	-0.326044	lidar	2.01182	-11.2219	-7.56979	-11.0128	-7.36252	5.00754	3.77418
1477010458550000	-11.2549	-7.60528	5.13095	3.76694	-0.326083	radar	1.49592	-10.986	-7.3707	-11.2161	-7.50862	5.00251	3.7551
1477010458600000	-11.3748	-7.75811	5.04374	3.78149	-0.289302	lidar	4.90236	-11.0934	-7.6776	-11.422	-7.65064	4.99749	3.73578
1477010458650000	-11.5763	-7.87561	5.01465	3.75565	-0.30438	radar	2.32627	-11.4213	-7.46085	-11.6304	-7.78849	4.99246	3.71621
1477010458700000	-11.7315	-7.98121	4.9297	3.74226	-0.304038	lidar	3.71635	-11.5269	-7.8215	-11.8413	-7.92208	4.98744	3.6964
1477010458750000	-11.9409	-8.09999	4.91948	3.7181	-0.31557	radar	0.574928	-11.9422	-7.88317	-12.0546	-8.05131	4.98243	3.67636
1477010458800000	-12.143	-8.19597	4.88461	3.6895	-0.33244	lidar	0.824546	-12.09	-8.08828	-12.2702	-8.17609	4.97743	3.65608
1477010458850000	-12.3646	-8.2955	4.87793	3.65875	-0.350389	radar	1.00619	-12.4462	-8.02117	-12.4881	-8.29633	4.97244	3.63556
1477010458900000	-12.5501	-8.38023	4.82142	3.63535	-0.359107	lidar	1.69458	-12.4231	-8.2599	-12.7082	-8.41193	4.96747	3.61482
1477010458950000	-12.7676	-8.46857	4.80853	3.60614	-0.37356	radar	0.915984	-12.7461	-8.19449	-12.9304	-8.5228	4.96252	3.59385
1477010459000000	-13.0505	-8.57635	4.8875	3.56992	-0.39345	lidar	3.51579	-13.2911	-8.64594	-13.1547	-8.62886	4.9576	3.57266
1477010459050000	-13.3103	-8.64914	4.91235	3.52898	-0.419467	radar	3.18844	-13.7929	-8.47158	-13.381	-8.73002	4.9527	3.55126
1477010459100000	-13.5126	-8.70028	4.85601	3.49727	-0.434519	lidar	1.78601	-13.384	-8.57583	-13.6092	-8.82619	4.94783	3.52963
1477010459150000	-13.7432	-8.73997	4.83215	3.4559	-0.459871	radar	2.88018	-13.6376	-8.26343	-13.8392	-8.91729	4.943	3.5078
1477010459200000	-13.9689	-8.86461	4.85794	3.45805	-0.427682	lidar	1.05563	-13.9959	-8.99264	-14.0709	-9.00324	4.9382	3.48576
1477010459250000	-14.2188	-8.92098	4.87191	3.42487	-0.441997	radar	0.975489	-14.4737	-8.79552	-14.3043	-9.08395	4.93344	3.46351
1477010459300000	-14.4379	-9.04878	4.88578	3.4352	-0.401165	lidar	1.25242	-14.4273	-9.1875	-14.5391	-9.15936	4.92872	3.44106
1477010459350000	-14.6632	-9.13689	4.88449	3.42633	-0.38721	radar	0.537807	-14.5757	-9.32633	-14.7754	-9.22939	4.92404	3.41841
1477010459400000	-14.9396	-9.14653	4.91093	3.37222	-0.429619	lidar	1.61867	-15.062	-9.04396	-15.013	-9.29397	4.91942	3.39557
1477010459450000	-15.1974	-9.23846	4.95178	3.3661	-0.409196	radar	4.55998	-15.6189	-9.69365	-15.2517	-9.35302	4.91484	3.37254
1477010459500000	-15.4752	-9.36861	5.03106	3.37724	-0.367576	lidar	4.41219	-15.6682	-9.56749	-15.4916	-9.40649	4.91032	3.34932
1477010459550000	-15.7329	-9.41598	5.04426	3.35246	-0.375186	radar	0.564139	-15.9382	-9.35751	-15.7324	-9.45431	4.90586	3.32592
1477010459600000	-15.9965	-9.50446	5.0805	3.34972	-0.354289	lidar	0.974791	-16.0862	-9.59819	-15.9741	-9.49642	4.90145	3.30234
1477010459650000	-16.2731	-9.48503	5.09294	3.29413	-0.401305	radar	6.23804	-16.6033	-8.85459	-16.2164	-9.53277	4.89711	3.27858
1477010459700000	-16.5092	-9.4757	5.05785	3.25395	-0.427257	lidar	1.09711	-16.4229	-9.37029	-16.4594	-9.5633	4.89283	3.25465
1477010459750000	-16.7206	-9.49296	5.00216	3.2331	-0.428133	radar	6.22467	-16.011	-9.33486	-16.7027	-9.58797	4.88862	3.23055
1477010459800000	-17.0005	-9.4821	5.03572	3.19328	-0.450102	lidar	0.909716	-17.1132	-9.43043	-16.9464	-9.60673	4.88449	3.20629
1477010459850000	-17.2234	-9.62436	5.02661	3.23869	-0.365332	radar	19.7824	-16.9255	-10.8571	-17.1903	-9.61954	4.88042	3.18186
1477010459900000	-17.489	-9.62133	5.04282	3.20678	-0.381897	lidar	0.325095	-17.5448	-9.57485	-17.4342	-9.62636	4.87643	3.15728
1477010459950000	-17.763	-9.60949	5.06854	3.1732	-0.399328	radar	2.2705	-18.1371	-9.39146	-17.6781	-9.62717	4.87252	3.13255
1477010460000000	-18.0107	-9.55254	5.05224	3.1227	-0.437939	lidar	1.17928	-17.9724	-9.42299	-17.9216	-9.62194	4.86868	3.10767
1477010460050000	-18.2666	-9.51059	5.05298	3.08347	-0.45967	radar	1.34704	-18.3083	-9.18778	-18.1648	-9.61064	4.86493	3.08264
1477010460100000	-18.4698	-9.53411	4.99059	3.08269	-0.433779	lidar	2.47523	-18.2763	-9.60997	-18.4074	-9.59325	4.86127	3.05747
1477010460150000	-18.693	-9.52437	4.95621	3.06547	-0.429199	radar	2.4278	-18.2443	-9.58547	-18.6493	-9.56977	4.85769	3.03216
1477010460200000	-18.9423	-9.50696	4.96018	3.046	-0.426587	lidar	0.0128828	-18.9545	-9.51544	-18.8904	-9.54017	4.85421	3.00672
1477010460250000	-19.1627	-9.43784	4.92529	3.00321	-0.454629	radar	4.60417	-18.6983	-9.02886	-19.1305	-9.50447	4.85081	2.98115
1477010460300000	-19.3843	-9.30189	4.90065	2.93048	-0.518005	lidar	3.14299	-19.2983	-9.09865	-19.3694	-9.46265	4.84751	2.95546
1477010460350000	-19.6257	-9.20539	4.9081	2.8834	-0.544357	radar	2.15796	-19.7037	-8.79906	-19.6069	-9.41472	4.84431	2.92964
1477010460400000	-19.8619	-9.08284	4.91623	2.82764	-0.579796	lidar	0.930988	-19.8731	-8.96417	-19.8431	-9.36071	4.8412	2.90371
1477010460450000	-20.1022	-8.88126	4.9499	2.73739	-0.65545	radar	18.7481	-20.3815	-7.67549	-20.0775	-9.30061	4.8382	2.87767
1477010460500000	-20.3133	-9.03786	4.86572	2.83223	-0.499418	lidar	21.4032	-20.1607	-9.59663	-20.3102	-9.23446	4.83529	2.85151
1477010460550000	-20.5453	-9.03271	4.84663	2.84339	-0.454761	radar	6.32823	-20.4587	-9.7448	-20.5409	-9.16227	4.83249	2.82525
1477010460600000	-20.7513	-8.94185	4.81978	2.80944	-0.469798	lidar	0.525134	-20.6596	-8.91527	-20.7696	-9.08409	4.8298	2.79889
1477010460650000	-21.0057	-8.83329	4.86562	2.77564	-0.481062	radar	4.94836	-21.5568	-8.5005	-20.9959	-8.99994	4.82722	2.77244
1477010460700000	-21.1921	-8.77065	4.80399	2.75979	-0.472915	lidar	2.00614	-21.0195	-8.85081	-21.2198	-8.90987	4.82474	2.74589
1477010460750000	-21.4377	-8.68036	4.83438	2.74044	-0.466513	radar	2.22648	-21.8628	-8.64129	-21.4412	-8.81393	4.82237	2.71925
1477010460800000	-21.6374	-8.66819	4.7703	2.75534	-0.420973	lidar	3.54327	-21.5029	-8.87191	-21.6597	-8.71217	4.82012	2.69253
1477010460850000	-21.8477	-8.4727	4.80451	2.68213	-0.485005	radar	13.9726	-21.9514	-7.41274	-21.8754	-8.60465	4.81798	2.66574
1477010460900000	-22.0527	-8.42466	4.76409	2.68592	-0.451395	lidar	1.61347	-21.9793	-8.57089	-22.0881	-8.49143	4.81595	2.63886
1477010460950000	-22.2521	-8.26224	4.77546	2.63426	-0.487244	radar	3.94247	-22.1914	-7.70392	-22.2975	-8.37258	4.81404	2.61191
1477010461000000	-22.4949	-8.21347	4.78286	2.65001	-0.437349	lidar	1.78927	-22.5838	-8.35296	-22.5035	-8.24817	4.81225	2.5849
1477010461050000	-22.688	-8.13494	4.74154	2.64227	-0.420906	radar	4.08385	-22.3177	-8.57758	-22.7061	-8.11829	4.81058	2.55783
1477010461100000	-22.8976	-7.91873	4.80405	2.57442	-0.477097	lidar	4.15943	-22.9861	-7.6724	-22.9049	-7.98301	4.80903	2.53069
1477010461150000	-23.1165	-7.83651	4.79526	2.57759	-0.443711	radar	3.38977	-23.2693	-8.32031	-23.1	-7.84243	4.80759	2.5035
1477010461200000	-23.3453	-7.67269	4.85041	2.54635	-0.453331	lidar	1.6113	-23.4777	-7.56583	-23.2911	-7.69663	4.80628	2.47627
1477010461250000	-23.5306	-7.4899	4.86324	2.4999	-0.482457	radar	2.86576	-23.473	-7.02103	-23.4781	-7.54572	4.80509	2.44898
1477010461300000	-23.6831	-7.33743	4.81953	2.46344	-0.499049	lidar	1.1729	-23.5408	-7.36069	-23.6609	-7.3898	4.80403	2.42166
1477010461350000	-23.8683	-7.13664	4.85305	2.41736	-0.524146	radar	4.43305	-24.0505	-6.56968	-23.8393	-7.22897	4.80309	2.3943
1477010461400000	-24.0395	-7.04993	4.78611	2.42185	-0.488463	lidar	3.20039	-23.9384	-7.26171	-24.0132	-7.06336	4.80227	2.3669
1477010461450000	-24.2074	-6.81641	4.83271	2.36305	-0.529491	radar	9.72875	-24.3577	-5.94086	-24.1825	-6.89307	4.80158	2.33948
1477010461500000	-24.3351	-6.57862	4.84167	2.29635	-0.578895	lidar	1.74879	-24.2574	-6.4352	-24.347	-6.71823	4.80101	2.31204
1477010461550000	-24.5285	-6.4636	4.81956	2.30656	-0.53101	radar	7.49288	-24.788	-7.18367	-24.5066	-6.53896	4.80057	2.28457
1477010461600000	-24.6018	-6.30001	4.71628	2.25829	-0.561852	lidar	6.12374	-24.3008	-6.43799	-24.6612	-6.35538	4.80025	2.25709
1477010461650000	-24.7361	-6.10557	4.71237	2.22189	-0.572222	radar	0.626409	-24.6108	-6.00878	-24.8107	-6.16764	4.80006	2.2296
1477010461700000	-24.9449	-5.93464	4.76197	2.22474	-0.531384	lidar	2.41122	-25.146	-5.91902	-24.955	-5.97587	4.8	2.2021
1477010461750000	-25.0578	-5.68826	4.78829	2.16695	-0.568983	radar	6.02053	-24.8975	-5.02285	-25.094	-5.7802	4.80006	2.1746
1477010461800000	-25.2005	-5.52828	4.7585	2.15685	-0.547504	lidar	0.794318	-25.1941	-5.64372	-25.2276	-5.58079	4.80025	2.1471
1477010461850000	-25.3463	-5.34117	4.75957	2.14057	-0.533589	radar	0.866328	-25.5328	-5.4399	-25.3556	-5.37777	4.80057	2.11961
1477010461900000	-25.4962	-5.13671	4.78342	2.12274	-0.521756	lidar	0.388234	-25.5713	-5.10241	-25.4779	-5.1713	4.80101	2.09213
1477010461950000	-25.6044	-5.03151	4.66191	2.12315	-0.49329	radar	31.8476	-25.0178	-6.55904	-25.5946	-4.96152	4.80158	2.06467
